<<<<<<< HEAD
127.0.0.1 - - [08/Mar/2024:09:08:08 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:13:47 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:13:47 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:13:47 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 4960
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:42 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:45 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:46 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:46 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:56 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:56 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:56 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:56 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:14:57 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:06 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:06 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:15:09 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:55 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5211
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:55 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:56 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:56 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:56 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:16:56 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:17:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5005
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:02 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:03 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:37 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5020
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:18:37 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5130
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:19:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:20 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5161
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:20 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:20 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:20 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:20 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:23:21 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 5193
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:10 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:44 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:26:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:38 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:27:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
